day,month,year,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,age_group,uk_interest_rate,uk_unemployment_pct,uk_gdp_growth_pct,uk_inflation_pct,uk_avg_salary_gbp,uk_consumer_confidence,uk_household_debt_to_income
19,aug,2021,45,admin.,married,secondary,no,0,no,no,cellular,145,10,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
2,feb,2018,28,management,single,tertiary,no,-328,yes,no,telephone,318,2,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
29,jul,2021,58,unemployed,married,secondary,no,610,yes,no,telephone,246,2,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
21,jul,2021,48,management,single,tertiary,no,414,no,no,cellular,761,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
29,oct,2022,35,management,divorced,tertiary,no,0,yes,no,telephone,171,1,-1,0,,1,26-35,1.75,3.7,4.1,9.1,31000,−41,152.6
6,jun,2020,37,self-employed,married,tertiary,no,0,no,no,,143,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,jun,2020,37,blue-collar,married,secondary,no,685,yes,no,,968,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
2,jul,2021,37,management,married,primary,no,22856,no,no,cellular,154,1,388,1,failure,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
15,jul,2021,25,services,single,secondary,no,-352,no,no,cellular,246,1,-1,0,,0,18-25,0.1,4.5,7.5,2.6,29600,−15,145.3
13,may,2020,58,blue-collar,married,secondary,no,602,yes,no,cellular,201,1,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
22,jul,2021,52,management,married,secondary,no,-588,yes,no,cellular,81,4,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
16,jul,2021,19,student,single,secondary,no,302,no,no,cellular,205,1,-1,0,,1,18-25,0.1,4.5,7.5,2.6,29600,−15,145.3
5,may,2020,59,blue-collar,married,secondary,no,5314,yes,no,cellular,200,3,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
8,may,2020,41,technician,married,secondary,no,64,yes,yes,,210,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
22,aug,2021,34,technician,single,tertiary,no,632,no,no,cellular,215,10,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
4,may,2020,35,technician,single,secondary,no,5731,yes,no,cellular,164,2,167,4,other,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
16,jun,2020,41,technician,married,secondary,no,902,no,no,,35,6,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
28,may,2020,28,blue-collar,single,secondary,no,6307,yes,no,,615,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,aug,2021,53,management,divorced,secondary,no,112,no,yes,cellular,246,3,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
9,jul,2021,35,services,married,secondary,no,0,no,yes,telephone,42,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
8,jul,2021,33,admin.,single,tertiary,no,621,no,no,cellular,217,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
26,may,2020,37,technician,single,secondary,no,435,yes,no,,210,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
26,may,2020,32,technician,married,secondary,no,782,yes,no,,116,4,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
3,jun,2020,32,blue-collar,married,secondary,no,478,yes,no,,200,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,54,services,married,,no,7864,yes,no,,145,4,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
5,jun,2020,44,blue-collar,married,secondary,no,1910,yes,no,,41,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,nov,2023,36,technician,divorced,tertiary,no,1174,yes,no,cellular,192,2,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
17,nov,2023,56,admin.,married,secondary,no,1270,yes,no,cellular,80,2,165,2,other,0,56-65,5.25,4.2,0.3,7.3,33000,−24,158.9
20,may,2020,30,management,single,tertiary,no,18,no,no,,121,11,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
23,may,2020,36,blue-collar,married,secondary,no,141,yes,no,,106,3,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,nov,2023,43,management,married,tertiary,no,2886,no,no,cellular,230,1,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
29,may,2020,40,technician,married,secondary,no,2715,yes,no,,125,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,aug,2021,32,technician,single,tertiary,no,1100,yes,yes,cellular,67,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
2,jun,2020,34,blue-collar,married,secondary,no,516,yes,yes,,26,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,37,services,married,secondary,no,1,no,no,,395,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
29,jan,2018,28,admin.,single,secondary,no,775,no,no,cellular,603,2,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
7,jul,2021,35,,married,primary,no,634,no,no,cellular,185,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
28,jan,2018,53,blue-collar,single,secondary,no,5715,no,no,cellular,287,2,-1,0,,0,46-55,0.75,4.1,1.3,2.5,28200,−9,138.7
26,may,2020,60,admin.,married,,no,1088,yes,no,cellular,149,1,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,nov,2023,40,entrepreneur,married,secondary,no,1532,yes,yes,cellular,173,7,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
28,aug,2021,57,retired,married,primary,no,75,no,no,cellular,118,2,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
19,may,2020,29,technician,single,secondary,no,103,no,no,,314,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
7,may,2020,44,blue-collar,married,primary,no,134,yes,no,cellular,378,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,nov,2023,41,admin.,single,secondary,no,748,no,no,telephone,94,7,130,3,other,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
25,aug,2021,47,technician,married,secondary,no,1990,yes,yes,cellular,108,4,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
5,aug,2021,43,technician,married,tertiary,no,192,no,no,cellular,203,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
13,may,2020,37,technician,single,secondary,no,267,no,no,cellular,121,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
16,may,2020,34,technician,single,tertiary,no,586,yes,no,,489,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
8,may,2020,30,blue-collar,single,secondary,no,648,yes,yes,,287,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,may,2020,57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,652,1,370,4,other,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,may,2020,26,admin.,single,secondary,no,96,yes,no,cellular,612,2,348,3,other,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
25,jul,2021,34,management,married,tertiary,no,1116,yes,no,cellular,53,5,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
17,oct,2022,46,technician,divorced,secondary,no,-90,no,yes,telephone,270,1,-1,0,,1,46-55,1.75,3.7,4.1,9.1,31000,−41,152.6
18,may,2020,38,entrepreneur,married,tertiary,no,170,yes,no,cellular,442,1,-1,0,,1,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
12,aug,2021,37,technician,single,secondary,no,3665,no,no,cellular,664,3,-1,0,,1,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
14,sep,2022,28,management,single,tertiary,no,2380,no,no,cellular,394,2,-1,0,,0,26-35,1.75,3.7,4.1,9.1,31000,−41,152.6
9,jun,2020,57,blue-collar,married,primary,no,179,no,no,,230,3,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,may,2020,39,management,married,tertiary,no,763,yes,no,cellular,877,7,300,2,other,1,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,feb,2018,49,services,married,secondary,no,320,no,no,telephone,1971,4,-1,0,,1,46-55,0.75,4.1,1.3,2.5,28200,−9,138.7
21,aug,2021,38,technician,married,secondary,no,1960,yes,no,cellular,161,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
3,jun,2020,27,blue-collar,married,secondary,no,818,yes,no,,188,5,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,may,2020,30,admin.,married,secondary,no,2678,yes,no,cellular,23,5,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
5,aug,2021,38,admin.,married,tertiary,no,1980,no,no,cellular,176,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
3,feb,2018,36,management,married,tertiary,no,1582,no,no,telephone,26,2,197,1,failure,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
19,jun,2020,38,retired,single,,no,62,no,no,,212,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,aug,2021,59,housemaid,married,primary,no,235,no,no,cellular,119,2,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
7,aug,2021,37,management,married,tertiary,no,489,yes,no,cellular,205,5,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
3,jun,2020,29,self-employed,married,tertiary,no,3931,yes,no,,73,4,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,nov,2023,43,blue-collar,married,secondary,no,699,yes,yes,cellular,1258,2,122,2,other,1,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
29,aug,2021,33,technician,married,secondary,no,58,yes,no,telephone,57,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
5,jun,2020,54,housemaid,divorced,secondary,no,1327,no,no,,115,2,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,jun,2020,55,services,married,secondary,no,557,no,no,,58,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,aug,2021,32,technician,single,tertiary,no,741,yes,no,cellular,238,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
20,nov,2023,48,management,married,primary,no,3230,yes,no,telephone,207,3,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
3,jun,2020,33,management,single,tertiary,no,1439,yes,no,cellular,178,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
14,may,2020,46,admin.,married,secondary,no,120,yes,no,,20,11,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,mar,2019,44,management,married,tertiary,no,1058,no,no,cellular,188,3,-1,0,,1,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
14,may,2020,47,blue-collar,married,primary,no,881,yes,no,cellular,143,1,370,2,failure,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
25,nov,2023,38,technician,married,secondary,no,6728,no,no,cellular,232,1,96,4,success,1,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
7,dec,2023,80,retired,married,secondary,no,462,no,no,cellular,127,2,-1,0,,0,65+,5.25,4.2,0.3,7.3,33000,−24,158.9
8,may,2020,40,self-employed,married,secondary,no,167,yes,yes,cellular,380,4,295,1,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,nov,2023,43,entrepreneur,married,tertiary,no,1574,yes,no,cellular,167,3,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
22,may,2020,32,technician,single,tertiary,no,1625,no,no,cellular,796,1,109,1,failure,1,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,sep,2022,39,management,married,tertiary,no,562,no,no,cellular,303,2,-1,0,,0,36-45,1.75,3.7,4.1,9.1,31000,−41,152.6
17,apr,2019,33,technician,married,secondary,no,9305,yes,no,cellular,407,2,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
16,jul,2021,31,technician,single,secondary,no,35,no,yes,cellular,229,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
11,aug,2021,36,management,single,tertiary,no,0,no,no,cellular,108,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
25,may,2020,35,management,single,tertiary,no,2486,yes,no,cellular,265,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
25,jul,2021,25,services,single,secondary,no,368,no,no,telephone,168,1,-1,0,,0,18-25,0.1,4.5,7.5,2.6,29600,−15,145.3
17,apr,2019,33,management,single,secondary,no,1558,yes,no,cellular,97,1,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
15,may,2020,23,blue-collar,single,primary,no,8627,yes,no,cellular,169,1,346,1,failure,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
23,sep,2022,31,management,single,tertiary,no,2590,no,no,cellular,103,2,484,2,other,0,26-35,1.75,3.7,4.1,9.1,31000,−41,152.6
3,jun,2020,36,management,married,tertiary,no,0,yes,yes,,599,3,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
29,jan,2018,44,technician,single,tertiary,no,900,yes,no,cellular,322,2,-1,0,,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
21,may,2020,31,management,single,tertiary,no,385,yes,no,,304,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
12,may,2020,55,blue-collar,married,primary,no,1649,yes,no,cellular,52,3,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,jul,2021,51,housemaid,divorced,secondary,no,9228,no,no,cellular,655,4,-1,0,,1,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
9,feb,2018,36,admin.,married,secondary,no,0,yes,yes,cellular,101,2,-1,0,,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
3,feb,2018,27,unemployed,single,tertiary,no,1,no,no,cellular,65,2,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
15,may,2020,40,services,married,secondary,no,771,yes,no,cellular,173,4,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
14,jul,2021,49,services,married,secondary,no,280,yes,no,telephone,162,3,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
14,aug,2021,59,retired,married,primary,no,46,no,no,cellular,78,2,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
14,may,2020,32,management,married,tertiary,no,2431,yes,no,cellular,646,5,-1,0,,1,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,jan,2018,42,retired,single,tertiary,no,308,no,no,cellular,114,2,-1,0,,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
4,jun,2020,35,management,divorced,tertiary,no,160,yes,no,,141,6,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,29,blue-collar,single,secondary,no,555,yes,no,cellular,133,4,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,jun,2020,29,technician,single,secondary,no,778,yes,no,,1994,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,may,2020,37,blue-collar,single,secondary,no,48,no,no,cellular,140,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,49,admin.,married,primary,no,169,yes,no,cellular,82,3,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,nov,2023,51,services,divorced,secondary,no,12,yes,no,cellular,150,1,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
27,apr,2019,61,housemaid,married,primary,no,848,no,no,cellular,605,1,187,1,other,0,56-65,0.75,3.8,1.6,1.8,29000,−14,137.1
18,nov,2023,43,management,married,secondary,no,481,yes,no,telephone,164,1,110,2,other,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
19,nov,2023,42,services,married,tertiary,no,12223,yes,no,cellular,36,1,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
27,may,2020,24,blue-collar,married,secondary,no,-254,yes,yes,,290,2,-1,0,,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
29,jul,2021,46,self-employed,married,tertiary,no,1148,no,no,telephone,104,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
12,may,2020,23,admin.,single,secondary,no,5,no,no,,413,1,-1,0,,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
12,aug,2021,26,services,single,secondary,no,50,yes,no,cellular,153,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
15,may,2020,43,blue-collar,divorced,primary,no,92,yes,no,,237,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
25,jul,2021,35,technician,single,tertiary,no,470,yes,no,cellular,743,13,-1,0,,1,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
28,aug,2021,38,technician,married,secondary,no,0,no,no,cellular,82,4,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
15,jul,2021,56,unemployed,divorced,primary,no,109,no,no,cellular,924,4,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
17,jun,2020,31,services,married,secondary,no,440,yes,no,,117,3,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
5,feb,2018,32,management,single,tertiary,no,0,no,no,cellular,550,4,-1,0,,1,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
24,aug,2021,28,services,single,secondary,no,2685,no,yes,,5,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
13,may,2020,26,admin.,divorced,secondary,yes,-3,yes,no,,181,5,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,nov,2023,49,management,married,tertiary,no,7007,no,no,cellular,325,2,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
27,may,2020,33,admin.,married,secondary,no,220,yes,no,,345,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,aug,2021,80,retired,married,primary,no,1548,no,no,cellular,331,2,-1,0,,0,65+,0.1,4.5,7.5,2.6,29600,−15,145.3
7,jul,2021,40,blue-collar,married,secondary,no,326,yes,yes,cellular,112,1,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
30,may,2020,42,technician,divorced,secondary,no,0,yes,no,,115,6,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,aug,2021,46,blue-collar,married,secondary,no,123,no,no,cellular,381,3,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
7,aug,2021,32,management,single,tertiary,no,697,no,no,cellular,119,1,99,3,failure,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
28,may,2020,37,services,single,tertiary,no,223,yes,no,,25,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
28,jan,2018,32,student,married,secondary,no,1694,yes,no,cellular,929,1,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
14,may,2020,53,management,married,tertiary,no,4446,yes,no,,429,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,apr,2019,39,management,married,tertiary,no,894,yes,no,cellular,491,1,326,1,other,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
18,jul,2021,31,technician,divorced,secondary,no,202,yes,no,cellular,146,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
21,aug,2021,34,management,single,tertiary,no,0,no,no,cellular,191,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
8,aug,2021,44,technician,married,tertiary,no,1707,no,no,cellular,406,3,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
9,dec,2023,35,technician,married,secondary,no,13658,yes,no,telephone,220,2,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
30,jul,2021,39,admin.,married,secondary,no,406,no,no,cellular,253,5,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
30,jul,2021,55,services,married,secondary,no,96,no,no,telephone,340,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
30,oct,2022,34,housemaid,married,secondary,no,0,yes,no,,154,1,-1,0,,1,26-35,1.75,3.7,4.1,9.1,31000,−41,152.6
11,aug,2021,39,technician,married,tertiary,no,-276,no,yes,cellular,121,4,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
27,aug,2021,58,retired,married,secondary,no,413,no,no,cellular,104,5,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
5,feb,2018,37,blue-collar,married,primary,no,655,yes,no,cellular,127,2,258,4,failure,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
29,jan,2018,56,retired,divorced,primary,no,694,no,no,cellular,144,1,102,1,other,1,56-65,0.75,4.1,1.3,2.5,28200,−9,138.7
19,nov,2023,32,admin.,single,secondary,no,10218,yes,no,cellular,149,2,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
4,feb,2018,41,technician,single,tertiary,no,1646,yes,no,cellular,261,1,184,6,success,1,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
29,sep,2022,29,admin.,single,tertiary,no,14,no,no,cellular,87,1,120,1,failure,0,26-35,1.75,3.7,4.1,9.1,31000,−41,152.6
21,aug,2021,44,management,married,tertiary,no,7635,no,no,cellular,719,5,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
27,may,2020,24,blue-collar,married,secondary,no,9,yes,no,,292,7,-1,0,,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
2,jun,2020,43,management,single,secondary,no,1029,yes,no,,145,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,mar,2019,26,admin.,married,tertiary,no,2855,no,no,cellular,52,3,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
17,apr,2019,39,admin.,married,secondary,no,260,yes,no,cellular,146,1,281,1,failure,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
6,may,2020,49,blue-collar,married,secondary,no,2039,yes,no,cellular,451,1,169,2,failure,1,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,may,2020,52,blue-collar,divorced,primary,no,-97,yes,yes,,167,4,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,aug,2021,33,blue-collar,married,tertiary,no,1465,no,no,cellular,98,4,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
29,may,2020,30,blue-collar,married,secondary,no,125,yes,no,,238,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
27,aug,2021,32,technician,single,tertiary,no,930,no,no,cellular,85,7,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
30,jan,2018,27,management,single,tertiary,no,0,yes,no,cellular,323,4,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
17,jun,2020,58,blue-collar,married,primary,no,73,no,no,,116,1,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
7,may,2020,46,retired,married,primary,no,-35,yes,no,cellular,304,3,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
10,dec,2023,28,management,single,tertiary,no,1351,no,no,cellular,267,1,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
23,may,2020,39,services,married,primary,no,1601,yes,no,,201,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,may,2020,41,services,married,,no,88,yes,no,cellular,105,1,336,2,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
23,may,2020,38,services,married,secondary,no,435,yes,no,,193,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,jan,2018,50,unemployed,divorced,secondary,no,717,yes,no,cellular,113,1,-1,0,,0,46-55,0.75,4.1,1.3,2.5,28200,−9,138.7
29,may,2020,56,services,married,secondary,no,705,yes,no,,151,2,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,aug,2021,34,technician,married,secondary,no,1553,no,no,cellular,200,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
16,may,2020,33,blue-collar,divorced,secondary,no,-131,yes,no,,145,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,may,2020,61,technician,married,secondary,no,1191,no,no,cellular,214,4,-1,0,,1,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,jul,2021,36,admin.,single,secondary,no,47,no,yes,cellular,36,6,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
18,nov,2023,34,technician,married,tertiary,no,544,yes,yes,cellular,58,2,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
6,may,2020,36,blue-collar,married,secondary,no,688,yes,no,,174,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,apr,2019,45,management,married,tertiary,no,242,no,no,cellular,587,1,-1,0,,1,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
25,may,2020,27,student,single,tertiary,no,118,no,no,cellular,112,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
14,jul,2021,45,admin.,married,secondary,no,-388,yes,no,cellular,175,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
17,jun,2020,40,self-employed,married,tertiary,no,1603,no,no,,279,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
16,nov,2023,36,management,single,secondary,no,1511,yes,no,cellular,270,1,-1,0,,1,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
6,may,2020,46,blue-collar,married,primary,no,147,yes,no,cellular,116,2,169,3,failure,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
27,may,2020,37,entrepreneur,married,tertiary,no,836,yes,no,,129,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,may,2020,36,technician,married,secondary,no,55,yes,no,cellular,38,2,369,4,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
28,may,2020,37,admin.,married,secondary,no,1123,no,yes,,138,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,aug,2021,22,student,single,tertiary,no,691,no,no,cellular,338,1,-1,0,,1,18-25,0.1,4.5,7.5,2.6,29600,−15,145.3
26,jun,2020,51,services,married,secondary,no,0,no,yes,,565,3,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
